9020443	0
10443	0
10441	0
20443	0
445	0
551	0
20551	0
40551	0
553	0
30553	0
60553	0
70553	0
80553	0
10553	0
40553	0
100553	0
10551	0
20553	0
555	0
30551	0
50553	0
10555	0
50551	0
110553	0
20555	0
40555	0
60555	0
120553	0
30555	0
557	0
130553	0
50555	0
10557	0
10222	0
1114	-3
-1114	3
2110	0
-2110	0
2112	0
-2112	0
2114	0
-2114	0
2210	3
-2210	-3
2212	3
-2212	-3
2214	3
-2214	-3
2224	6
-2224	-6
3112	-3
-3112	3
3114	-3
-3114	3
3122	0
-3122	0
13122	0
-13122	0
3124	0
-3124	0
23122	0
-23122	0
33122	0
-33122	0
13124	0
-13124	0
43122	0
-43122	0
53122	0
-53122	0
3126	0
-3126	0
13126	0
-13126	0
13212	0
-13212	0
13214	0
-13214	0
23212	0
-23212	0
3216	0
-3216	0
3212	0
-3212	0
3214	0
-3214	0
3222	3
-3222	-3
3224	3
-3224	-3
3312	-3
-3312	3
3314	-3
-3314	3
3322	0
-3322	0
3324	0
-3324	0
3334	-3
-3334	3
14122	3
-14122	-3
14124	3
-14124	-3
4112	0
-4112	0
4114	0
-4114	0
4212	3
-4212	-3
4214	3
-4214	-3
4222	6
-4222	-6
4224	6
-4224	-6
4312	0
-4312	0
4322	3
-4322	-3
4324	3
-4324	-3
4122	3
-4122	-3
4132	0
-4132	0
4232	3
-4232	-3
4314	0
-4314	0
4332	0
-4332	0
4334	0
-4334	0
5112	-3
-5112	3
5114	-3
-5114	3
5122	0
-5122	0
5132	-3
-5132	3
5212	0
-5212	0
5214	0
-5214	0
5222	3
-5222	-3
5224	3
-5224	-3
5232	0
-5232	0
5312	-3
-5312	3
5314	-3
-5314	3
5322	0
-5322	0
5324	0
-5324	0
5332	-3
-5332	3
5334	-3
-5334	3
1101	-2
-1101	2
2101	1
-2101	-1
2201	4
-2201	-4
3101	-2
-3101	2
3201	1
-3201	-1
3301	-2
-3301	2
4101	1
-4101	-1
4201	4
-4201	-4
4301	1
-4301	-1
4401	4
-4401	-4
5101	-2
-5101	2
5201	1
-5201	-1
5301	-2
-5301	2
5401	1
-5401	-1
5501	-2
-5501	2
1103	-2
-1103	2
2103	1
-2103	-1
2203	4
-2203	-4
3103	-2
-3103	2
3203	1
-3203	-1
3303	-2
-3303	2
4103	1
-4103	-1
4203	4
-4203	-4
4303	1
-4303	-1
4403	4
-4403	-4
5103	-2
-5103	2
5203	1
-5203	-1
5303	-2
-5303	2
5403	1
-5403	-1
5503	-2
-5503	2
1011	3
-1011	-3
1021	3
-1021	-3
1012	6
-1012	-6
1022	6
-1022	-6
100	0
101	3
30343	0
-30343	0
30353	3
-30353	-3
30373	0
-30373	0
30383	3
-30383	-3
30363	0
-30363	0
51	0
52	0
53	0
54	3
-51	0
-52	-3
-53	0
-54	-3
55	0
56	3
57	0
58	3
-55	0
-56	-3
-57	0
-58	-3
61	0
62	0
63	0
64	0
65	0
66	0
67	0
